,mavpackettype,time_usec,frequency,xacc,yacc,zacc,xgyro,ygyro,zgyro,temperature,time_elapsed
0,RAW_IMU,883126375,0.0,40,-5,-1007,-4,5,0,4528,00:14:43.126375
1,RAW_IMU,883326342,0.0,40,-6,-1008,-3,5,0,4480,00:14:43.326342
2,RAW_IMU,883526365,0.0,40,-6,-1008,-3,6,0,4528,00:14:43.526365
3,RAW_IMU,883726335,0.0,40,-5,-1008,-4,5,0,4480,00:14:43.726335
4,RAW_IMU,883926389,0.0,40,-5,-1008,-3,5,0,4528,00:14:43.926389
5,RAW_IMU,884126366,0.0,40,-6,-1008,-2,5,0,4528,00:14:44.126366
6,RAW_IMU,884326365,0.0,40,-5,-1008,-4,6,-1,4528,00:14:44.326365
7,RAW_IMU,884526401,0.0,40,-5,-1008,-4,5,0,4528,00:14:44.526401
8,RAW_IMU,884726369,0.0,40,-5,-1007,-3,6,0,4480,00:14:44.726369
9,RAW_IMU,884926372,0.0,40,-5,-1008,-4,5,0,4480,00:14:44.926372
10,RAW_IMU,885126382,0.0,40,-5,-1007,-4,5,0,4528,00:14:45.126382
11,RAW_IMU,885326371,0.0,40,-5,-1007,-3,5,0,4480,00:14:45.326371
12,RAW_IMU,885526376,0.0,40,-5,-1008,-4,5,0,4480,00:14:45.526376
13,RAW_IMU,885726344,0.0,40,-5,-1007,-5,5,0,4528,00:14:45.726344
14,RAW_IMU,885926365,0.0,40,-6,-1007,-4,5,0,4528,00:14:45.926365
15,RAW_IMU,886126363,0.0,40,-5,-1008,-4,6,0,4480,00:14:46.126363
16,RAW_IMU,886326333,0.0,40,-5,-1007,-3,5,0,4480,00:14:46.326333
17,RAW_IMU,886526367,0.0,40,-5,-1007,-3,5,0,4528,00:14:46.526367
18,RAW_IMU,886726377,0.0,40,-5,-1007,-3,6,0,4480,00:14:46.726377
19,RAW_IMU,886926368,0.0,40,-6,-1007,-3,5,0,4480,00:14:46.926368
20,RAW_IMU,887126366,0.0,40,-6,-1007,-4,5,0,4480,00:14:47.126366
21,RAW_IMU,887326364,0.0,40,-5,-1007,-4,5,0,4528,00:14:47.326364
22,RAW_IMU,887526361,0.0,40,-5,-1007,-3,6,0,4528,00:14:47.526361
