,time_usec,xacc,frequency,yacc,zacc,xgyro,ygyro,zgyro,temperature
1230,396586201,48,27000.0,-53,-996,-26,-11,0,4432
1231,396686253,48,27000.0,-54,-997,-26,-7,-1,4480
1232,396786186,48,27000.0,-53,-995,-22,-7,-3,4480
1233,396886175,48,27000.0,-53,-997,-25,-9,-1,4480
1234,396986197,47,27000.0,-53,-996,-25,-11,0,4480
1235,397086215,48,27000.0,-54,-996,-25,-9,-1,4480
1236,397186257,48,27000.0,-53,-996,-23,-9,-1,4480
1237,397286185,48,27000.0,-53,-996,-25,-10,0,4480
1238,397386208,48,27000.0,-53,-996,-25,-12,-1,4480
1239,397486240,47,27000.0,-54,-996,-23,-7,-1,4480
1240,397586178,48,27000.0,-53,-996,-24,-3,-1,4480
1241,397686198,48,27000.0,-54,-996,-23,-7,-2,4480
1242,397786261,47,27000.0,-53,-996,-23,-10,-1,4480
1243,397886178,48,27000.0,-53,-996,-24,-10,-1,4480
1244,397986207,48,27000.0,-53,-996,-23,-7,-1,4480
1245,398086247,48,27000.0,-53,-996,-23,-6,0,4480
1246,398186217,48,27000.0,-53,-997,-23,-7,-1,4480
1247,398286215,48,27000.0,-54,-996,-21,-12,-1,4480
1248,398386193,48,27000.0,-54,-996,-22,-3,0,4432
1249,398486200,48,27000.0,-53,-997,-25,-9,-3,4480
1250,400686257,48,27100.0,-53,-996,-24,-9,-1,4480
1251,400786183,48,27100.0,-53,-996,-23,-7,0,4480
1252,400886217,48,27100.0,-54,-996,-27,-10,-1,4480
1253,400986241,47,27100.0,-54,-996,-24,-6,-1,4480
1254,401086190,48,27100.0,-53,-997,-25,-4,-2,4432
1255,401186208,48,27100.0,-53,-996,-24,-12,-1,4480
1256,401286239,48,27100.0,-53,-997,-23,-7,-1,4480
1257,401386257,48,27100.0,-53,-996,-24,-9,0,4480
1258,401486210,48,27100.0,-53,-996,-24,-9,1,4480
1259,401586193,48,27100.0,-54,-996,-24,-7,-2,4480
1260,401686250,48,27100.0,-53,-996,-24,-10,-1,4480
1261,401786188,48,27100.0,-53,-996,-23,-5,-1,4480
1262,401886158,48,27100.0,-54,-996,-22,-11,0,4480
1263,401986234,48,27100.0,-53,-996,-24,-9,-1,4480
1264,402086186,47,27100.0,-53,-997,-26,-10,-1,4480
1265,402186204,48,27100.0,-54,-996,-24,-5,0,4480
1266,402286254,48,27100.0,-53,-996,-24,-7,0,4480
1267,402386181,48,27100.0,-54,-996,-26,-9,0,4480
1268,402486228,47,27100.0,-53,-996,-24,-10,-1,4480
1269,402586216,48,27100.0,-53,-996,-23,-10,0,4528
1270,402686251,48,27100.0,-54,-996,-25,-11,0,4480
1271,402786237,48,27100.0,-53,-997,-22,-11,0,4480
1272,402886171,48,27100.0,-53,-996,-23,-12,-1,4480
1273,402986205,48,27100.0,-53,-997,-25,-7,0,4480
1274,403086232,48,27100.0,-53,-997,-23,-5,0,4480
1275,403186260,48,27100.0,-53,-996,-25,-5,0,4480
1276,403286216,48,27100.0,-53,-996,-25,-6,-2,4480
