,time_usec,xacc,frequency,yacc,zacc,xgyro,ygyro,zgyro,temperature
254,888212898,14,25025.0,-12,-1000,-24,-6,0,4480
255,888412834,13,25025.0,-13,-1000,-20,-5,-1,4480
256,888612894,14,25025.0,-13,-1000,-25,-9,0,4528
257,888812884,14,25025.0,-13,-1000,-25,-10,0,4528
258,889012891,14,25025.0,-13,-1000,-24,-6,-1,4528
259,889212882,13,25025.0,-12,-1000,-26,-9,-2,4528
260,889412912,14,25025.0,-12,-1000,-26,-5,0,4480
261,889612868,14,25025.0,-13,-1000,-27,-9,0,4480
262,889812889,14,25025.0,-13,-1000,-22,-8,0,4528
263,890012851,13,25025.0,-13,-1001,-24,-11,0,4480
264,890212832,14,25025.0,-13,-1001,-24,-11,0,4480
265,890412880,13,25025.0,-13,-1001,-24,-6,-1,4480
266,890612880,13,25025.0,-13,-1001,-22,-5,0,4480
267,890812881,13,25025.0,-13,-1001,-21,-6,-1,4528
268,891012830,14,25025.0,-13,-1002,-26,-8,-1,4528
269,891212900,13,25025.0,-13,-1002,-25,-6,0,4528
270,891412853,14,25025.0,-12,-1001,-22,-8,0,4528
271,891612843,13,25025.0,-13,-1002,-22,-12,-1,4528
272,891812841,13,25025.0,-13,-1002,-20,-6,0,4528
273,892012876,13,25025.0,-13,-1001,-22,-6,-1,4528
274,892212885,13,25025.0,-12,-1001,-24,-10,-1,4528
275,892412816,14,25025.0,-13,-1002,-20,-8,-1,4480
276,892612893,14,25025.0,-13,-1002,-22,-6,0,4480
277,892812835,14,25025.0,-12,-1001,-28,-11,0,4480
278,893012889,13,25025.0,-12,-1001,-24,-6,-1,4480
279,893212874,14,25025.0,-13,-1001,-26,-9,-1,4480
280,893412855,14,25025.0,-13,-1001,-27,-9,-2,4480
281,893612873,14,25025.0,-13,-1001,-26,-8,-1,4528
282,893812904,14,25025.0,-13,-1001,-22,-9,0,4480
283,894012840,14,25025.0,-12,-1001,-24,-12,0,4480
284,894212876,14,25025.0,-13,-1001,-26,-9,0,4480
285,894412888,13,25025.0,-13,-1001,-25,-10,0,4528
286,894612900,13,25025.0,-13,-1001,-22,-9,-2,4528
287,894812857,14,25025.0,-13,-1001,-22,-8,-1,4480
288,895012884,14,25025.0,-12,-1001,-24,-11,-2,4480
289,895212891,14,25025.0,-13,-1001,-22,-11,0,4528
290,895412881,14,25025.0,-13,-1001,-25,-5,-1,4480
291,895612881,14,25025.0,-13,-1001,-22,-9,-2,4480
292,895812876,14,25025.0,-12,-1001,-22,-4,-3,4528
293,896012831,14,25025.0,-12,-1001,-26,-8,0,4528
294,896212861,14,25025.0,-13,-1000,-22,-6,-2,4528
295,896412839,14,25025.0,-13,-1000,-27,-8,0,4528
296,896612904,14,25025.0,-13,-1000,-22,-8,0,4480
297,896812845,14,25025.0,-12,-1001,-24,-11,0,4480
298,897012874,13,25025.0,-13,-1000,-22,-10,-1,4528
299,897212884,13,25025.0,-12,-1001,-27,-6,-2,4480
300,899412839,13,25050.0,-13,-1001,-25,-9,0,4480
301,899612840,14,25050.0,-12,-1001,-24,-8,0,4480
302,899812844,14,25050.0,-13,-1002,-21,-10,-2,4528
303,900012884,14,25050.0,-13,-1000,-20,-10,-1,4528
304,900212897,14,25050.0,-12,-1001,-24,-9,-1,4480
305,900412891,14,25050.0,-12,-1001,-24,-9,-1,4480
306,900612847,14,25050.0,-13,-1000,-24,-10,0,4528
307,900812843,14,25050.0,-12,-1001,-24,-8,-1,4480
308,901012827,13,25050.0,-14,-1000,-26,-8,-1,4528
309,901212887,14,25050.0,-12,-1001,-25,-9,-3,4528
310,901412839,14,25050.0,-13,-1001,-25,-9,-2,4480
311,901612827,14,25050.0,-12,-1001,-22,-9,0,4480
312,901812851,13,25050.0,-13,-1000,-26,-11,-4,4480
313,902012852,13,25050.0,-12,-1000,-25,-11,-1,4480
314,902212843,13,25050.0,-13,-1001,-25,-9,-1,4528
315,902412882,14,25050.0,-13,-1001,-24,-8,0,4480
316,902612841,14,25050.0,-12,-1001,-27,-6,-1,4480
317,902812882,14,25050.0,-13,-1001,-27,-11,-1,4528
318,903012864,13,25050.0,-12,-1001,-22,-6,-1,4528
319,903212837,14,25050.0,-13,-1001,-25,-9,0,4480
320,903412847,14,25050.0,-12,-1000,-21,-10,-1,4480
321,903612829,14,25050.0,-13,-1002,-27,-8,0,4480
322,903812894,14,25050.0,-12,-1001,-25,-8,0,4528
323,904012854,13,25050.0,-13,-1002,-24,-8,-1,4528
324,904212834,14,25050.0,-12,-1002,-22,-4,-1,4528
325,904412838,14,25050.0,-13,-1001,-24,-9,-1,4480
326,904612894,14,25050.0,-13,-1001,-25,-8,-1,4528
327,904812900,14,25050.0,-12,-1002,-25,-9,-1,4480
328,905012893,14,25050.0,-12,-1001,-22,-10,-1,4480
329,905212891,13,25050.0,-12,-1001,-22,-8,-1,4480
330,905412837,13,25050.0,-13,-1001,-25,-8,-1,4480
331,905612894,13,25050.0,-13,-1001,-25,-9,-1,4480
332,905812843,14,25050.0,-13,-1001,-24,-11,0,4528
333,906012853,13,25050.0,-13,-1001,-22,-11,-2,4480
334,906212884,13,25050.0,-13,-1000,-25,-9,-2,4480
335,906412834,13,25050.0,-13,-1000,-22,-8,-1,4528
336,906612890,14,25050.0,-13,-1001,-26,-9,0,4528
337,906812896,14,25050.0,-12,-1001,-22,-8,0,4528
338,907012838,14,25050.0,-12,-1001,-27,-11,0,4528
339,907212841,14,25050.0,-13,-1000,-25,-8,0,4528
340,907412854,14,25050.0,-12,-1000,-27,-8,0,4528
341,907612833,14,25050.0,-12,-1001,-21,-8,-1,4480
342,907812840,13,25050.0,-12,-1000,-25,-10,0,4528
343,908012892,14,25050.0,-13,-1001,-25,-8,-1,4480
344,908212840,14,25050.0,-12,-1002,-27,-9,1,4528
345,908412852,14,25050.0,-13,-1001,-22,-9,-2,4528
346,908612885,14,25050.0,-13,-1001,-25,-9,-2,4528
347,908812871,14,25050.0,-12,-1001,-22,-10,1,4480
348,909012882,14,25050.0,-13,-1001,-22,-9,0,4528
349,909212867,14,25050.0,-12,-1001,-26,-10,-2,4528
350,911612839,14,25075.0,-12,-1001,-21,-10,-1,4480
351,911812883,13,25075.0,-13,-1002,-24,-9,-1,4480
352,912012889,13,25075.0,-13,-1001,-24,-8,-2,4528
353,912212876,14,25075.0,-13,-1002,-22,-6,0,4480
354,912412858,14,25075.0,-13,-1001,-21,-9,-1,4528
355,912612893,14,25075.0,-13,-1001,-25,-10,-2,4480
356,912812872,13,25075.0,-13,-1001,-27,-11,-1,4528
357,913012873,14,25075.0,-12,-1000,-24,-6,0,4480
358,913212872,14,25075.0,-13,-1001,-24,-9,0,4528
359,913412879,13,25075.0,-12,-1002,-25,-5,0,4480
360,913612878,13,25075.0,-13,-1001,-25,-9,0,4480
361,913812897,14,25075.0,-12,-1001,-22,-6,-2,4480
362,914012837,14,25075.0,-12,-1001,-25,-8,0,4480
363,914212838,14,25075.0,-13,-1001,-21,-8,0,4480
364,914412904,14,25075.0,-12,-1001,-25,-13,-1,4480
365,914612837,13,25075.0,-13,-1001,-26,-9,0,4480
366,914812892,14,25075.0,-13,-1001,-25,-14,0,4528
367,915012847,13,25075.0,-13,-1001,-21,-8,0,4528
368,915212829,14,25075.0,-13,-1001,-25,-9,-1,4528
369,915412892,13,25075.0,-13,-1001,-22,-4,1,4480
370,915612827,14,25075.0,-12,-1001,-24,-6,-1,4480
371,915812880,14,25075.0,-12,-1001,-26,-8,-2,4528
372,916012889,13,25075.0,-13,-1001,-19,-8,-2,4480
373,916212850,14,25075.0,-12,-1001,-21,-11,0,4528
374,916412833,13,25075.0,-13,-1001,-24,-10,-1,4480
375,916612841,14,25075.0,-13,-1001,-25,-13,0,4480
376,916812880,13,25075.0,-13,-1001,-22,-10,0,4528
377,917012839,14,25075.0,-12,-1000,-22,-10,0,4480
378,917212837,14,25075.0,-13,-1001,-24,-6,-2,4480
379,917412888,13,25075.0,-13,-1001,-26,-10,0,4528
380,917612895,13,25075.0,-13,-1001,-24,-8,0,4528
381,917812876,14,25075.0,-13,-1001,-25,-12,-1,4528
382,918012846,14,25075.0,-12,-1001,-21,-11,0,4480
383,918212871,14,25075.0,-13,-1001,-25,-9,-2,4480
384,918412878,14,25075.0,-13,-1001,-22,-5,1,4528
385,918612924,14,25075.0,-13,-1001,-25,-9,-1,4480
386,918812860,14,25075.0,-13,-1001,-22,-4,0,4480
387,919012880,14,25075.0,-12,-1001,-21,-8,-1,4480
388,919212847,14,25075.0,-13,-1000,-25,-8,-2,4528
389,919412862,13,25075.0,-13,-1001,-24,-12,0,4480
390,919612843,14,25075.0,-13,-1001,-25,-9,-1,4480
391,919812860,14,25075.0,-13,-1001,-25,-8,-2,4480
392,920012873,14,25075.0,-12,-1001,-26,-9,0,4528
393,920212841,14,25075.0,-13,-1001,-24,-9,-1,4480
394,920412866,13,25075.0,-13,-1002,-25,-9,0,4480
395,920612870,13,25075.0,-12,-1002,-22,-10,-1,4480
396,920812888,14,25075.0,-13,-1001,-21,-10,-1,4480
397,921012873,14,25075.0,-12,-1002,-22,-6,-1,4480
398,921212841,14,25075.0,-13,-1001,-27,-8,-1,4480
399,921412840,14,25075.0,-12,-1001,-25,-10,0,4480
400,923412904,14,25100.0,-13,-1000,-24,-6,-1,4480
401,923612848,14,25100.0,-13,-1000,-25,-10,0,4528
402,923812902,14,25100.0,-13,-1000,-24,-8,-2,4480
403,924012880,13,25100.0,-13,-1000,-22,-9,-1,4480
404,924212896,14,25100.0,-13,-1000,-27,-11,-1,4528
405,924412877,14,25100.0,-13,-1000,-24,-10,-2,4480
406,924612879,14,25100.0,-12,-1000,-26,-9,0,4528
407,924812880,14,25100.0,-13,-1001,-25,-10,-1,4480
408,925012834,13,25100.0,-13,-1001,-25,-10,-1,4528
409,925212853,14,25100.0,-12,-1001,-26,-10,-2,4528
410,925412879,14,25100.0,-13,-1001,-24,-4,0,4528
411,925612878,13,25100.0,-12,-1001,-25,-9,0,4528
412,925812872,15,25100.0,-12,-1001,-24,-6,-1,4480
413,926012856,14,25100.0,-12,-1001,-25,-11,0,4480
414,926212844,13,25100.0,-12,-1002,-22,-10,0,4528
415,926412884,14,25100.0,-12,-1001,-21,-10,0,4480
416,926612826,14,25100.0,-12,-1001,-26,-9,0,4480
417,926812843,14,25100.0,-13,-1002,-24,-9,-1,4528
418,927012894,14,25100.0,-12,-1002,-24,-11,-1,4480
419,927212897,14,25100.0,-13,-1002,-22,-5,-2,4480
420,927412835,13,25100.0,-13,-1002,-24,-10,0,4528
421,927612888,14,25100.0,-12,-1002,-29,-10,0,4480
422,927812882,13,25100.0,-13,-1002,-25,-12,-1,4528
423,928012889,14,25100.0,-12,-1002,-25,-5,0,4480
424,928212848,13,25100.0,-12,-1002,-25,-8,-1,4480
425,928412874,13,25100.0,-13,-1001,-22,-6,0,4528
426,928612887,14,25100.0,-12,-1001,-25,-6,-2,4528
427,928812888,13,25100.0,-12,-1001,-24,-5,-2,4480
428,929012880,14,25100.0,-13,-1000,-26,-12,0,4480
429,929212837,14,25100.0,-13,-1001,-25,-6,-2,4480
430,929412893,14,25100.0,-13,-1001,-22,-6,0,4528
431,929612840,13,25100.0,-13,-1000,-28,-6,-1,4528
432,929812875,14,25100.0,-13,-1000,-22,-8,0,4480
433,930012882,14,25100.0,-13,-1000,-24,-9,0,4528
434,930212829,14,25100.0,-12,-1000,-21,-10,-1,4528
435,930412844,14,25100.0,-13,-1000,-25,-9,0,4528
436,930612854,13,25100.0,-12,-1000,-25,-8,0,4528
437,930812872,14,25100.0,-13,-1001,-24,-8,-1,4480
438,931012885,14,25100.0,-13,-1000,-24,-10,-1,4528
439,931212880,13,25100.0,-12,-1001,-24,-6,-1,4528
440,931412918,13,25100.0,-12,-1000,-22,-12,0,4528
441,931612887,14,25100.0,-13,-1001,-22,-6,-1,4480
442,931812895,14,25100.0,-13,-1001,-25,-5,0,4480
443,932012846,13,25100.0,-13,-1002,-22,-8,-2,4480
444,932212864,14,25100.0,-12,-1002,-26,-9,-1,4480
445,932412874,13,25100.0,-12,-1001,-24,-9,-1,4480
446,932612857,14,25100.0,-12,-1002,-24,-6,0,4480
447,932812898,14,25100.0,-13,-1002,-22,-10,0,4480
