,mavpackettype,time_usec,frequency,xacc,yacc,zacc,xgyro,ygyro,zgyro,temperature,time_elapsed
0,RAW_IMU,3610598456,0.0,12,37,-1006,0,4,0,4480,01:00:10.598456
1,RAW_IMU,3610698442,0.0,12,37,-1007,-1,4,0,4480,01:00:10.698442
2,RAW_IMU,3610798409,0.0,12,36,-1007,-1,4,0,4480,01:00:10.798409
3,RAW_IMU,3610903464,0.0,12,37,-1006,-1,4,0,4480,01:00:10.903464
4,RAW_IMU,3610998436,0.0,12,36,-1007,-2,4,0,4480,01:00:10.998436
5,RAW_IMU,3611098418,0.0,12,37,-1006,-2,5,0,4480,01:00:11.098418
6,RAW_IMU,3611198418,0.0,12,36,-1006,-2,4,0,4480,01:00:11.198418
7,RAW_IMU,3611298433,0.0,12,36,-1007,-2,4,0,4528,01:00:11.298433
8,RAW_IMU,3611401278,0.0,12,36,-1007,-1,3,0,4480,01:00:11.401278
9,RAW_IMU,3611498402,0.0,12,36,-1007,-2,4,0,4480,01:00:11.498402
10,RAW_IMU,3611598444,0.0,12,36,-1007,-2,4,0,4480,01:00:11.598444
11,RAW_IMU,3611698413,0.0,12,36,-1007,-1,5,0,4480,01:00:11.698413
12,RAW_IMU,3611798418,0.0,12,36,-1007,-2,5,0,4480,01:00:11.798418
13,RAW_IMU,3611901237,0.0,12,36,-1007,-1,5,0,4480,01:00:11.901237
14,RAW_IMU,3611998419,0.0,12,37,-1007,-2,4,0,4480,01:00:11.998419
15,RAW_IMU,3612098401,0.0,12,36,-1007,-1,4,0,4480,01:00:12.098401
16,RAW_IMU,3612198451,0.0,12,36,-1007,-2,5,0,4480,01:00:12.198451
17,RAW_IMU,3612298422,0.0,12,36,-1007,-2,5,0,4432,01:00:12.298422
18,RAW_IMU,3612403421,0.0,12,36,-1007,-1,5,0,4480,01:00:12.403421
19,RAW_IMU,3612498446,0.0,11,36,-1007,-1,4,0,4480,01:00:12.498446
20,RAW_IMU,3612598424,0.0,12,36,-1007,-1,5,0,4480,01:00:12.598424
21,RAW_IMU,3612698395,0.0,12,36,-1007,-1,4,0,4480,01:00:12.698395
22,RAW_IMU,3612798447,0.0,12,36,-1008,-2,5,0,4480,01:00:12.798447
23,RAW_IMU,3612901255,0.0,11,36,-1007,-1,5,0,4480,01:00:12.901255
24,RAW_IMU,3612998461,0.0,12,36,-1007,-2,4,0,4480,01:00:12.998461
25,RAW_IMU,3613098435,0.0,12,37,-1007,-2,5,0,4480,01:00:13.098435
26,RAW_IMU,3613198429,0.0,12,36,-1007,-1,5,0,4480,01:00:13.198429
27,RAW_IMU,3613298410,0.0,12,36,-1007,-1,4,-1,4480,01:00:13.298410
28,RAW_IMU,3613401264,0.0,12,36,-1007,-1,5,0,4480,01:00:13.401264
